Year,Rank,player_name,team,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2017,,"AP Gillis, Jordan",BUR,,2,0,1,1,0,0,0,0,0
2017,,"Bolger, Nathan",KWE,AP,2,0,1,1,0,0,0,0,0
2017,,"Bolsterli, Oliver",SNA,AP,9,0,1,1,0,0,0,0,0
2017,,"Braniff, Nate AP",BUR,,2,0,1,1,2,0,0,0,0
2017,,"Brayton (AP), Nick",PET,,1,1,0,1,0,0,0,0,0
2017,,"Bryers AP, Josh",BUR,,1,0,1,1,0,0,0,0,0
2017,,"Byrne, Mike",TOR,F,3,0,1,1,7,0,0,0,0
2017,,"Chadwick, Jimmy AP",BUR,F,2,0,1,1,0,0,0,0,0
2017,,"Cook Down, Owen",BLS,F,13,0,1,1,30,0,0,0,0
2017,,"Daniel, Spencer",BLS,D,10,0,1,1,10,0,0,0,0
2017,,"Dilella, Matt AP",BUR,,1,0,1,1,0,0,0,0,0
2017,,"Dol, Theo",BRA,D,9,0,1,1,23,0,0,0,0
2017,,"Dybowski, Zack",KWE,,10,0,1,1,0,0,0,0,0
2017,,"Eistrat AP, Pent",MIM,,1,0,1,1,0,0,0,0,0
2017,,"Elder, Spencer AP",BUR,,1,1,0,1,0,0,0,0,0
2017,,"Firth (AP), Sam",PET,F,1,0,1,1,0,0,0,0,0
2017,,"Gamble, Pat AP",BUR,,1,0,1,1,0,0,0,0,0
2017,,"Jensen, Derek",KWE,AP,1,0,1,1,0,0,0,0,0
2017,,"Kumano, Riley",SNA,F,3,0,1,1,12,0,0,0,0
2017,,"Layton, Brent",BLS,F,8,0,1,1,2,0,0,0,0
2017,,"Lucier, Cory",SNA,F,2,1,0,1,0,0,0,0,0
2017,,"McCullough, Jordan",WHI,D,8,1,0,1,6,0,0,0,0
2017,,"McLean (AP), Cam",PET,,1,0,1,1,0,0,0,0,0
2017,,"Mclean, Brody",BUR,O,2,0,1,1,0,0,1,0,0
2017,,"McMillan, Jacob",SCA,D,4,1,0,1,4,0,0,0,0
2017,,"Mercey, Ben",ORA,D,2,0,1,1,0,0,0,0,0
2017,,"Mercy, Ben",ORA,,1,0,1,1,0,0,0,0,0
2017,,"Montgomery (AP), Mike",PET,,4,0,1,1,4,0,0,0,0
2017,,"Nolan, Chris",BRA,T,13,1,0,1,18,0,0,0,0
2017,,"Noseworthy, Brent",BUR,F,7,0,1,1,8,0,0,0,0
2017,,"Rowe, Sam",TOR,F,5,0,1,1,0,0,0,0,0
2017,,"Shand, Matt",WHI,,1,0,1,1,2,0,0,0,0
2017,,"Sutton, Steve",ORA,T,3,0,1,1,0,0,0,0,0
2017,,"Tait (AP), Dawson",PET,F,1,0,1,1,0,0,0,0,0
2017,,"Thomas AP, Skylar",SNA,,1,1,0,1,0,0,0,0,0
2017,,"Valade AP, Reid",ORA,,1,0,1,1,2,0,0,0,0
2017,,"Vince, Matt",BRA,D,3,1,0,1,20,0,0,0,0
2017,,"Wiechers, Matthew",KWE,D,5,0,1,1,0,0,0,0,0
2017,,"Wolf, Adam AP",BUR,,1,0,1,1,0,0,0,0,0
2017,,"Woodland, Kurtis",KWE,F,1,0,1,1,0,0,0,0,0
2017,,"X Leies, Connor",BRA,O,3,0,1,1,0,0,0,0,0
2017,302,"(AP) McGinnis, Dalton",TOR,D,15,0,0,0,6,0,0,0,0
2017,,"(AP) Veltman, Kris",TOR,D,1,0,0,0,0,0,0,0,0
2017,,"Acchione, Cameron",BLS,,1,0,0,0,0,0,0,0,0
2017,,"Adams, Kyle",SCA,T,1,0,0,0,0,0,0,0,0
2017,,"AP Morrisette, Greg",BUR,,2,0,0,0,0,0,0,0,0
2017,,"Argent AP, Tye",BUR,,1,0,0,0,0,0,0,0,0
2017,,"Barefoot AP, Wyatt",ORA,,1,0,0,0,2,0,0,0,0
2017,,"Biles, Tyler",BRA,D,3,0,0,0,14,0,0,0,0
2017,,"Bolduc, Yvonne AP",BUR,,1,0,0,0,0,0,0,0,0
2017,,"Bradley, Nick",KWE,,4,0,0,0,23,0,0,0,0
2017,,"Brown AP, Dawson",BUR,,2,0,0,0,0,0,0,0,0
2017,,"Burke, Stuart",BRA,AP,4,0,0,0,6,0,0,0,0
2017,,"Clark, Christian (AP)",WHI,,2,0,0,0,15,0,0,0,0
2017,,"Clark, Everett",WHI,,1,0,0,0,0,0,0,0,0
2017,,"Fernades, Jeff",WHI,,1,0,0,0,0,0,0,0,0
2017,,"Fox, Hayden",SNA,,1,0,0,0,0,0,0,0,0
2017,,"Fulgenzi, Nick AP",BUR,,2,0,0,0,0,0,0,0,0
2017,,"Gaulton, Tyler",PET,F,8,0,0,0,8,0,0,0,0
2017,,"Gillmore, Hunter",PET,D,1,0,0,0,0,0,0,0,0
2017,,"Goodwin AP, Josh",BLS,,9,0,0,0,4,0,0,0,0
2017,,"Goodwin, Josh",BLS,F,2,0,0,0,0,0,0,0,0
2017,,"Graham AP, Mack",MIM,,3,0,0,0,4,0,0,0,0
2017,,"Haber, Austin (AP)",TOR,D,1,0,0,0,0,0,0,0,0
2017,,"Halls AP, Tyler",ORA,,1,0,0,0,0,0,0,0,0
2017,,"Halls AP, Tyler",ORA,,1,0,0,0,0,0,0,0,0
2017,,"Heidecker, Ben",BUR,,1,0,0,0,0,0,0,0,0
2017,,"Johnson, Jacob",SCA,D,1,0,0,0,0,0,0,0,0
2017,,"Kearney, Zack",WHI,,1,0,0,0,0,0,0,0,0
2017,,"Landriault, Noah",BLS,,5,0,0,0,2,0,0,0,0
2017,,"Laprade, Dylan",BLS,D,5,0,0,0,53,0,0,0,0
2017,,"Larock (AP), Trent",PET,O,1,0,0,0,0,0,0,0,0
2017,,"Lebar, Noah",KWE,F,1,0,0,0,0,0,0,0,0
2017,,"Leclair, Liam",SNA,,6,0,0,0,6,0,0,0,0
2017,,"Limoges, Liam",MIM,,1,0,0,0,0,0,0,0,0
2017,,"Lint, Connor",BLS,,9,0,0,0,6,0,0,0,0
2017,,"Lint, Connor",BLS,,3,0,0,0,2,0,0,0,0
2017,,"Lynch, John",PET,T,2,0,0,0,2,0,0,0,0
2017,,"Maltby AP, Andrew",BLS,,1,0,0,0,0,0,0,0,0
2017,,"Manning, Jed",WHI,F,1,0,0,0,2,0,0,0,0
2017,,"Manning, Jed",WHI,F,1,0,0,0,0,0,0,0,0
2017,,"Mcdonald, Cam",BUR,F,1,0,0,0,0,0,0,0,0
2017,,"Mueller, Ryan",KWE,AP,2,0,0,0,0,0,0,0,0
2017,,"Nanos, Jordan",BLS,,1,0,0,0,0,0,0,0,0
2017,,"Palmer, Riley",WHI,,1,0,0,0,2,0,0,0,0
2017,,"Pattyn, Matt",KWE,AP,1,0,0,0,2,0,0,0,0
2017,,"Pavlinich, David",KWE,AP,2,0,0,0,2,0,0,0,0
2017,,"Pilcher, Luke",BUR,,1,0,0,0,0,0,0,0,0
2017,,"Pilon, Kealan",SCA,O,1,0,0,0,0,0,0,0,0
2017,,"Pongetti AP, Mike",BUR,,1,0,0,0,0,0,0,0,0
2017,,"Ponzetti, Mike",BUR,,2,0,0,0,2,0,0,0,0
2017,,"Power, Jakob",BLS,,2,0,0,0,0,0,0,0,0
2017,,"Pratt AP, Dustin",ORA,,1,0,0,0,0,0,0,0,0
2017,,"Pratt, Dustyn",ORA,T,5,0,0,0,0,0,0,0,0
2017,,"Robinson, Luke",BUR,,2,0,0,0,0,0,0,0,0
2017,,"Rowe, Sam",MIM,D,5,0,0,0,2,0,0,0,0
2017,,"Schott, Carter",WHI,F,3,0,0,0,0,0,0,0,0
2017,,"Skiruing, AJ",BUR,,1,0,0,0,0,0,0,0,0
2017,,"Snider, Lucas",KWE,,7,0,0,0,4,0,0,0,0
2017,,"Stacey, Trevor",SNA,D,8,0,0,0,107,0,0,0,0
2017,,"Thompson, Josh",BRA,,6,0,0,0,6,0,0,0,0
2017,,"Vail, Tanner",SCA,T,6,0,0,0,10,0,0,0,0
2017,,"Van Der Vegt (AP), Thomas",PET,,1,0,0,0,0,0,0,0,0
2017,,"Wilkie AP, David",BLS,,1,0,0,0,0,0,0,0,0
2017,,"Williams, Jed",WHI,,1,0,0,0,0,0,0,0,0
2017,,"Wright, Joel",TOR,,4,0,0,0,29,0,0,0,0
2017,,"Wyers (AP), Cam",PET,,7,0,0,0,4,0,0,0,0
2017,,"Yarranton, Max",PET,F,1,0,0,0,0,0,0,0,0
2016,1,"Teat, Jeff",BRA,O,19,56,89,145,4,11,23,7,1
2016,2,"Staats, Austin",SNA,O,20,72,54,126,76,12,9,4,3
2016,3,"Gibson, Tyson",BRA,T,17,45,54,99,5,11,16,4,2
2016,4,"Petterson, Clarke",BRA,O,19,27,63,90,18,2,12,1,4
2016,5,"Kew, Andrew",BUR,O,17,46,29,75,12,6,8,4,1
2016,,"Charalambides, Adam",ORA,F,17,35,39,74,26,3,3,0,1
2016,6,"McNabb, Jake",SNA,,20,34,40,74,10,4,10,2,1
2016,8,"Bomberry, Brendan",SNA,O,13,17,52,69,40,3,12,1,0
2016,9,"Tinney, Joel",ORA,O,16,23,42,65,18,7,5,0,0
2016,10,"Welsh, Brenden",BLS,F,20,29,35,64,8,4,9,0,1
2016,11,"Kearnan, Connor",WHI,O,20,32,28,60,8,1,5,0,0
2016,,"Simmons, Alex",SCA,F,16,26,34,60,4,2,4,2,0
2016,13,"Smith, Drake",KWE,F,19,20,39,59,10,5,9,0,0
2016,14,"Nanticoke, Tehoka",SNA,O,14,24,33,57,18,3,4,1,1
2016,15,"Lanchbury, Ryan",BUR,O,14,17,38,55,2,4,8,0,2
2016,16,"Cloutier, Chris",SNA,F,12,25,29,54,2,4,6,0,2
2016,17,"Zavitz, Carter",SCA,O,19,17,36,53,8,5,4,1,3
2016,18,"Apers, Nolan",SNA,O,19,22,30,52,10,4,5,0,2
2016,,"Downs, Dereck",MIM,O,16,28,24,52,10,9,7,2,0
2016,,"Fox, Jake",PET,F,18,25,27,52,34,4,3,3,1
2016,21,"Bridle, Dallas",ORA,F,20,23,28,51,26,3,4,1,0
2016,22,"Donville, Jonathan",MIM,O,17,22,28,50,4,6,9,2,0
2016,23,"Pyke, Spencer",BLS,F,20,17,32,49,15,4,11,0,1
2016,,"Vangalen, Matt",ORA,F,18,21,28,49,4,1,1,0,0
2016,,"Wittig, Jeff",SCA,O,17,33,16,49,12,4,3,0,0
2016,,"Currie, Damon",KWE,F,16,21,27,48,4,2,10,3,1
2016,26,"Michel, Dan",PET,O,20,24,24,48,23,2,5,0,1
2016,,"Yetman, Bryce",WHI,O,18,18,30,48,14,4,3,0,0
2016,29,"Hanna, Tristan",TOR,O,20,19,28,47,0,3,4,1,0
2016,30,"Ducharme, Lucas",ORA,F,20,22,24,46,2,2,4,0,0
2016,,"Theede, Dawson",WHI,O,17,15,31,46,52,0,5,0,0
2016,32,"Milligan, Cam",PET,O,10,14,31,45,6,2,4,1,1
2016,33,"Kealey, Corson",TOR,O,20,24,19,43,0,2,3,2,0
2016,,"Killen, Kyle",PET,O,15,21,22,43,21,3,3,0,0
2016,,"Thomson, Tanner",MIM,O,12,24,19,43,9,3,3,3,1
2016,36,"Lee, Matthew",MIM,O,16,24,18,42,50,3,4,0,0
2016,,"Ham, Liam",BLS,,17,10,31,41,9,1,8,1,1
2016,37,"Neal, Davis",ORA,F,17,12,29,41,27,2,6,0,0
2016,39,"Mackay, Tyler",BRA,O,20,13,27,40,14,1,2,0,3
2016,40,"Shea, Patrick",BUR,O,20,14,25,39,2,5,4,0,2
2016,41,"Hamley, Cody",KWE,,20,20,18,38,2,6,4,1,1
2016,42,"Hutchison, Dylan",PET,T,20,14,23,37,28,2,5,0,2
2016,,"McLean, Brody",TOR,O,19,16,21,37,0,2,6,0,0
2016,,"Cook, Tanner",WHI,T,18,16,20,36,10,3,2,1,0
2016,44,"Del Zotto, Scott",ORA,F,19,15,21,36,55,0,1,2,0
2016,,"Karam, Nick",WHI,O,17,13,22,35,12,1,0,0,0
2016,,"Robinson, Justin",BRA,D,19,14,21,35,20,7,10,0,2
2016,46,"Wales, Mitch",BUR,T,20,12,23,35,2,1,5,0,2
2016,,"Whiteford, James",BRA,F,17,13,22,35,8,2,6,0,1
2016,50,"Hoggarth, Thomas",ORA,T,21,13,20,33,0,0,4,1,1
2016,,"Huggins, Justin",BUR,O,19,16,17,33,20,1,6,0,0
2016,52,"Mawdsley, Colin",BLS,,11,20,12,32,46,7,3,1,0
2016,53,"Erskine, Brett",SCA,O,15,9,22,31,2,0,2,0,0
2016,,"Miller, Zach",SNA,,8,11,20,31,0,1,6,0,1
2016,55,"Goddard, Jordan",KWE,F,16,13,17,30,22,1,2,0,0
2016,56,"Garlent, Holden",SCA,D,18,18,11,29,12,3,0,0,4
2016,57,"Campbell, Andy",ORA,F,20,16,12,28,25,3,3,0,0
2016,,"Garlin, Cam",WHI,O,19,16,12,28,12,1,1,0,0
2016,,"Kurtz, Tye",KWE,F,13,14,14,28,12,2,2,0,0
2016,,"Walker, Ethan",PET,T,9,10,18,28,0,1,4,0,1
2016,,"Cook, Keenan",WHI,T,20,8,19,27,21,0,0,1,0
2016,,"Kelly, Jack",TOR,O,18,8,19,27,10,1,4,0,0
2016,,"Longboat, Travis",SNA,AP,10,10,17,27,0,4,2,1,0
2016,,"Sundown, Larson",SNA,,8,9,18,27,2,2,1,0,1
2016,,"Ward, Cody",SCA,O,16,15,12,27,11,1,2,2,1
2016,61,"Wiedemann, Adam",BRA,D,20,8,19,27,10,1,1,1,4
2016,,"Chaykowsky, Nick",BLS,F,6,10,16,26,10,3,3,0,0
2016,,"Henry, Alex",SNA,D,9,15,11,26,4,1,2,1,0
2016,67,"Northey, Adam",MIM,,15,7,19,26,0,1,3,0,0
2016,,"Curtis, Riley",BRA,O,15,13,12,25,2,3,2,1,0
2016,70,"Simons, Alec",MIM,,17,4,21,25,26,0,0,0,1
2016,72,"Scott, Justin",MIM,,12,10,14,24,4,0,1,0,0
2016,73,"Drake, Bennett",WHI,T,11,13,10,23,30,1,2,0,0
2016,,"Reid, Jackson",KWE,F,7,11,12,23,15,3,4,1,0
2016,75,"Harris, Latrell",SCA,D,19,8,14,22,14,0,3,0,1
2016,,"Martin, Justin",BUR,T,19,1,21,22,34,0,0,0,1
2016,,"Gold, Eric",MIM,F,14,10,11,21,4,0,0,2,0
2016,77,"Lewis, Garrett",TOR,T,17,8,13,21,12,0,0,0,1
2016,79,"Charbonneau, Steph",BLS,D,20,10,10,20,62,0,3,4,2
2016,,"McWilliams, Cole",PET,T,15,4,16,20,8,0,0,0,0
2016,,"(AP) Keats, Bryce",TOR,O,14,5,14,19,23,0,4,0,0
2016,,"Cresswell, Braydon",ORA,F,13,4,15,19,2,0,1,0,0
2016,81,"Elder, Lauchlin",BUR,F,20,15,4,19,10,1,0,1,0
2016,,"Gilray, Matt",ORA,F,19,13,6,19,10,0,0,3,0
2016,85,"Burr, Cory",TOR,O,16,5,13,18,0,1,2,0,0
2016,,"Hudson, Robert",MIM,D,15,8,10,18,0,1,4,0,0
2016,,"Hulbert, Jackson",TOR,O,7,10,8,18,7,1,1,0,0
2016,,"Dybowski, Zack",KWE,T,18,6,11,17,6,0,0,1,2
2016,,"Hulbert, Jackson",BUR,,8,6,11,17,5,1,3,1,0
2016,,"Kilgour, Kyler",SCA,O,15,4,13,17,2,0,4,0,0
2016,,"Nanos, Jordan",BLS,,9,9,8,17,4,2,0,0,2
2016,88,"Young, Chris",BUR,T,20,6,11,17,24,0,0,1,1
2016,93,"Borgatti, Andrew",BRA,,20,4,12,16,6,0,0,0,0
2016,,"Smith, Ryan",BUR,O,13,6,10,16,2,0,1,0,0
2016,,"Barclay, James",MIM,,19,7,8,15,54,1,1,0,0
2016,,"Brown, Connor",BRA,O,5,7,8,15,19,1,1,0,0
2016,95,"Gustavsen, Mitch",TOR,T,20,2,13,15,37,0,0,0,1
2016,,"Miller, Danton",SNA,AP,5,4,11,15,2,2,4,0,1
2016,,"Mullen, Andrew",TOR,T,17,4,11,15,34,0,1,0,2
2016,,"Pace, Alex",SCA,O,19,4,11,15,6,0,2,0,0
2016,,"Patten, Liam",BLS,D,19,9,6,15,94,1,1,1,3
2016,,"Stinson, Tyler",WHI,O,17,6,9,15,25,0,0,0,0
2016,,"Forster, Aaron",TOR,T,9,7,7,14,2,2,3,0,1
2016,,"Iacocca, Mackenzie",KWE,F,15,8,6,14,22,1,1,0,0
2016,103,"Walsh, Patrick",BUR,T,20,4,10,14,14,0,0,1,0
2016,,"Duncan, Matthew",TOR,O,17,1,12,13,8,0,1,0,0
2016,,"Filson, Cody",KWE,T,19,5,8,13,18,0,1,1,0
2016,,"French, Ben",MIM,,6,2,11,13,6,0,4,0,1
2016,106,"Mika, John",BLS,D,20,3,10,13,73,0,1,2,1
2016,,"Poole, Tanner",BLS,F,18,6,7,13,26,0,0,1,0
2016,,"Coyle, Joel",ORA,T,20,1,11,12,23,0,0,0,0
2016,,"Elder, Spencer",BUR,O,13,2,10,12,8,0,1,0,0
2016,,"Hancock (AP), Bryan",SCA,F,7,6,6,12,2,0,0,2,0
2016,,"Henrick, Jeff",ORA,T,18,7,5,12,30,0,0,0,0
2016,,"Rai, Tristen",WHI,,7,5,7,12,0,0,0,0,0
2016,111,"Simmons, Reid",BLS,D,20,6,6,12,12,2,1,0,1
2016,,"Boudreau, Jake",BRA,,18,2,9,11,12,0,2,0,2
2016,,"Horn, Oran",SNA,T,14,3,8,11,15,0,0,0,0
2016,117,"Jones, Callum",BUR,T,20,5,6,11,28,1,0,0,0
2016,,"Lucier, Cory",SNA,UA,7,2,9,11,2,0,1,0,1
2016,,"Masson, Zac",ORA,T,18,4,7,11,24,0,0,0,1
2016,,"Masterson, Pat",KWE,F,20,1,10,11,9,0,0,0,2
2016,,"Prince, Davis",KWE,F,7,4,7,11,0,0,0,0,0
2016,,"Boissonneault, Mathieu",WHI,D,18,2,8,10,10,0,0,0,1
2016,,"Brown, Travis",ORA,T,18,2,8,10,6,0,1,0,0
2016,,"Harris, Michael",TOR,T,19,7,3,10,2,0,0,1,0
2016,,"Layton, Brent",BLS,F,20,2,8,10,2,0,1,0,0
2016,124,"Nishimura, Jackson",TOR,T,20,5,5,10,15,0,0,0,0
2016,,"Simeoni, Tristan",BLS,,13,3,7,10,0,0,0,0,1
2016,,"Willman, Christopher",ORA,T,18,5,5,10,24,0,0,0,0
2016,,"Booth, Percy",SCA,O,12,2,7,9,36,0,0,0,0
2016,,"Challice, Dan",PET,D,19,5,4,9,11,0,0,0,2
2016,,"Darroch, Sean",WHI,D,18,2,7,9,14,0,0,0,0
2016,131,"Emery, Nathan",BUR,T,20,3,6,9,11,0,0,0,0
2016,,"Laprade, Dylan",BLS,D,20,1,8,9,44,0,0,0,0
2016,,"McWilliams, Mike",BLS,F,19,3,6,9,2,0,0,1,1
2016,,"Rice, Brine",PET,O,5,3,6,9,2,1,2,0,1
2016,,"S Hill, Owen",SNA,,10,2,7,9,12,0,0,0,0
2016,,"Staats, Jerry",SNA,,18,1,8,9,13,0,1,0,2
2016,,"Cole, Connor",KWE,F,19,3,5,8,22,0,0,0,0
2016,,"Cook, Jake",TOR,T,6,3,5,8,6,0,1,1,0
2016,,"Eddy, Garrett",WHI,D,14,6,2,8,10,0,0,0,0
2016,,"Grimes, Colin",MIM,F,7,3,5,8,0,0,1,0,0
2016,,"Hill, Chaunce",SNA,,16,2,6,8,16,1,0,0,0
2016,,"Laird, Connor",WHI,D,18,4,4,8,4,0,0,0,0
2016,,"Lundy, Brenden",WHI,,9,1,7,8,8,0,0,0,0
2016,,"McClelland, Connor",BRA,D,14,5,3,8,16,0,0,1,1
2016,,"OConnel, Carter",PET,T,6,2,6,8,0,0,1,0,1
2016,,"Sands, Parker",PET,T,20,4,4,8,2,0,0,0,0
2016,140,"Toguri, Josh",MIM,D,20,2,6,8,34,0,0,0,0
2016,,"Van Schepen, Luke",BRA,D,19,3,5,8,20,0,1,0,1
2016,,"Williams, Dyson",WHI,,5,5,3,8,0,1,1,0,0
2016,,"Doolittle, Kessler",SNA,D,17,2,5,7,34,0,1,1,0
2016,,"Hill, Brayden",SNA,,19,1,6,7,6,0,0,0,2
2016,,"Mathany, Evan",KWE,F,5,2,5,7,0,0,0,0,0
2016,153,"McMahon, Jamie",ORA,T,20,2,5,7,0,0,0,0,0
2016,,"Minichiello, Marcus",TOR,T,18,3,4,7,2,0,0,1,1
2016,,"OBrien, Tyler",BUR,O,8,3,4,7,11,0,0,0,0
2016,,"Smith, Jerrett",TOR,T,19,2,5,7,2,0,0,0,0
2016,,"Badour (AP), Cam",SCA,O,5,2,4,6,12,0,0,1,1
2016,,"Bomberry, Tyson",SNA,D,11,2,4,6,8,0,0,0,0
2016,,"Brand (AP), Carter",PET,O,9,2,4,6,0,1,0,0,0
2016,,"Jeffrey, Warren",MIM,D,17,1,5,6,35,0,0,0,1
2016,,"Kelly, Rowan",TOR,T,15,4,2,6,4,0,0,0,0
2016,,"LeClair, Kellen",SNA,D,15,1,5,6,20,0,0,0,0
2016,,"Mawdsley, Colin",BUR,,4,3,3,6,0,0,0,0,0
2016,160,"McCullough, Jordan",WHI,D,20,1,5,6,14,0,1,0,1
2016,,"Nelson, Markell",BRA,F,17,1,5,6,42,0,1,0,0
2016,,"Newbrough, Daire",KWE,,10,2,4,6,0,0,1,0,0
2016,,"Radbourne, Eric",KWE,F,17,3,3,6,6,0,0,0,0
2016,,"Smyth, Trevor",ORA,T,15,5,1,6,7,0,0,0,0
2016,,"Whitty, Tom",SCA,D,16,0,6,6,21,0,0,0,1
2016,,"Finlay, Nick",PET,T,10,2,3,5,0,0,0,1,1
2016,,"Guay, Julien",BUR,T,14,3,2,5,10,0,0,0,1
2016,,"Ham, Connor",KWE,T,6,1,4,5,7,0,0,0,0
2016,,"Hillis, Shane",ORA,F,4,0,5,5,0,0,0,0,0
2016,,"Lemke, Justin",WHI,D,7,3,2,5,10,0,0,0,0
2016,,"McCannell, Mike",ORA,T,8,1,4,5,4,0,0,0,0
2016,,"McConvey, Jonathon",MIM,,6,2,3,5,0,0,0,0,0
2016,,"Reid, Jackson",KWE,F,1,1,4,5,0,0,1,0,0
2016,,"Rex (AP), Josh",SCA,O,5,1,4,5,0,0,0,0,0
2016,,"Robinson, Brandon",BRA,T,2,2,3,5,12,0,0,0,0
2016,,"Shawn, Lantz",NA,,1,1,4,5,0,0,0,0,0
2016,173,"Tamas, Alec",SCA,D,20,2,3,5,34,0,0,0,0
2016,,"Utrosa, Ben",WHI,T,18,3,2,5,2,0,0,0,0
2016,,"Willock, Ryan",KWE,O,11,3,2,5,6,0,0,0,1
2016,,"Blakely, Cree",SCA,F,4,2,2,4,0,0,0,0,0
2016,,"Bolger, Dawson",KWE,,3,0,4,4,0,0,0,0,0
2016,,"Buque, Phil",KWE,,13,2,2,4,20,0,0,0,0
2016,,"Cook, Jake",BUR,,8,0,4,4,8,0,0,0,0
2016,,"Driscoll, Kyle",KWE,F,7,0,4,4,2,0,0,0,0
2016,,"Grenon (AP), Nathan",TOR,F,3,3,1,4,2,0,0,0,0
2016,,"Howell, Sawyer",MIM,D,19,0,4,4,29,0,1,0,1
2016,,"Inacio, Justin",BUR,T,15,3,1,4,25,0,0,0,0
2016,,"Maudsley, Colin",BUR,,2,1,3,4,2,0,0,0,0
2016,,"McLean, Cam",PET,T,1,1,3,4,0,0,0,0,0
2016,,"Miller, Josh",PET,T,19,3,1,4,8,1,0,1,0
2016,187,"Popadinac, Drew",SCA,D,20,0,4,4,42,0,0,0,1
2016,,"Schenck, Jacob",SCA,D,17,3,1,4,39,0,1,0,0
2016,,"Stevens, Jake",KWE,,4,1,3,4,0,0,0,0,0
2016,,"Suboch, Jackson",MIM,,14,0,4,4,68,0,0,0,1
2016,,"Sykes, Matthew",MIM,,17,0,4,4,14,0,0,0,1
2016,,"Waters, Kyle",ORA,T,4,2,2,4,2,0,0,0,0
2016,,"Brack, Justin",ORA,T,10,1,2,3,16,0,0,0,0
2016,,"Coons, Brett",PET,D,20,1,2,3,33,0,0,0,0
2016,,"Cormier, Payton",MIM,,3,0,3,3,2,0,0,0,0
2016,,"Ellerton, Nick",TOR,T,14,0,3,3,6,0,0,0,0
2016,,"Friesen, Owen",SCA,D,17,0,3,3,8,0,0,0,0
2016,,"Gaulton, Tyler",PET,F,11,0,3,3,22,0,1,0,0
2016,,"Gracon, Michael",MIM,,4,0,3,3,2,0,0,0,0
2016,,"Grenon, Nathan",TOR,F,4,1,2,3,0,0,0,0,0
2016,,"Guay, Julian",BUR,,4,1,2,3,4,0,0,0,0
2016,,"Hill, Kevin Owen",NA,T,1,0,3,3,0,0,1,0,0
2016,,"Kamminga, Mason",SCA,T,18,0,3,3,36,0,0,0,0
2016,,"Kim, Matt",SNA,F,19,1,2,3,24,0,0,0,0
2016,,"Kromer, Adam",WHI,D,18,2,1,3,16,0,0,0,0
2016,,"Kumano, Riley",TOR,,3,1,2,3,2,0,0,0,0
2016,204,"Medeiros, Josh",BRA,D,20,1,2,3,25,0,0,0,0
2016,,"Riley, Dylan",SNA,AP,2,3,0,3,0,0,0,0,0
2016,,"Shear, Jahmal",MIM,D,16,2,1,3,14,0,0,0,0
2016,,"Tarbell, Kason",SNA,D,5,2,1,3,6,0,0,0,0
2016,,"Walcott, Jaden AP",BUR,O,2,2,1,3,0,0,0,0,0
2016,,"Wright, Joel",BLS,D,5,2,1,3,19,0,0,0,0
2016,,"Balawejder, Daniel",MIM,D,17,1,1,2,16,1,0,0,0
2016,,"Black, Randy",ORA,T,3,0,2,2,0,0,0,0,1
2016,,"Blunt, Dallin",BLS,F,4,2,0,2,2,0,0,0,0
2016,,"Bolger, Nathan",KWE,F,1,0,2,2,0,0,0,0,0
2016,,"Bomberry, Jeremy",SNA,,3,0,2,2,2,0,0,0,0
2016,,"Bowhunter, Wakeriat",SNA,AP,1,0,2,2,6,0,1,0,0
2016,,"Conlon, Aidan",TOR,F,1,1,1,2,0,0,0,0,0
2016,,"Cook Down, Owen",BLS,DT,13,0,2,2,10,0,0,0,0
2016,,"Cook, Jalce",BUR,,1,1,1,2,0,0,0,0,0
2016,,"Cote, Felix",BLS,,10,0,2,2,25,0,0,0,0
2016,,"Elijah-Brown, Ron",SNA,AP,2,0,2,2,0,0,0,0,0
2016,,"Guest, James",MIM,D,20,1,1,2,27,0,0,0,0
2016,,"Johnston, Ryan",SNA,,3,0,2,2,0,0,0,0,0
2016,,"Kumano, Riley",BLS,,7,1,1,2,19,0,0,0,0
2016,,"Logan, Ty",SNA,,18,0,2,2,10,0,0,0,0
2016,,"Lynch, John",PET,T,20,0,2,2,18,0,0,0,0
2016,,"Lyons, Brad",PET,D,19,0,2,2,46,0,0,0,0
2016,,"Mayea, Bryce AP",BUR,O,1,1,1,2,2,0,0,0,0
2016,,"McKenzie, Dawson",NA,O,1,0,2,2,0,0,0,0,0
2016,,"McKinnon, Rylee",WHI,,5,0,2,2,10,0,0,0,0
2016,,"McLean, Cam",PET,F,2,1,1,2,0,0,0,0,0
2016,,"Medronic, Austin",PET,,1,0,2,2,0,0,0,0,0
2016,,"Mitchell, Mackenzie",ORA,T,20,0,2,2,37,0,0,0,0
2016,,"Nay, John",KWE,,10,1,1,2,4,0,0,0,0
2016,224,"Nolan, Chris",BRA,T,20,0,2,2,14,0,0,0,0
2016,,"Porga, Brandon",SCA,F,3,0,2,2,0,0,0,0,0
2016,,"Stouros, Jordan",PET,T,10,1,1,2,4,0,0,0,0
2016,,"Turner, Adam",WHI,D,14,1,1,2,14,0,0,0,0
2016,,"Walton AP, Brett",MIM,D,3,1,1,2,4,0,1,0,0
2016,,"Yarrington, Max",MIM,F,3,2,0,2,0,0,0,0,0
2016,,"Adams, Kyle",SCA,T,13,0,1,1,8,0,0,0,0
